,paper_id,title,authors,year,venue,doi,source_database
106,pmid_41379908,A Multi-Modal Contrastive Learning Framework for Cyclic Peptide Permeability Prediction.,Xiong Shuwen; Cui Feifei; Zhang Zilong; Zeng Rao; Su Ran,2026,Bioinformatics,10.1109/TCBBIO.2025.3643437,PubMed
107,pmid_41541793,PolyA-GLM: A comprehensive framework for  polyadenylation site prediction using genome language models.,Saha Sourav; Fahmi Naima Ahmed; Yong Jeongsik; Zhang Wei,2026,Computational and structural biotechnology journal,10.1016/j.csbj.2025.12.011,PubMed
108,pmid_41537237,CADS: A Causal Inference Framework for Identifying Essential Genes to Enhance Drug Synergy Prediction.,Zhang Huaiwu; Sun Xinliang; Wang Jianxin; Li Min; Tang Jing,2026,Bioinformatics,10.1093/bioinformatics/btag010,PubMed
109,pmid_41527854,EpiXFormer: a cross-attention neural network for predicting cell type-specific transcription factor binding sites.,Peng Yonglin; Liu Xinhua; Wu Jun; Lin Sang; Zhan Shengxuan,2026,Bioinformatics,10.1093/bib/bbaf721,PubMed
110,pmid_41526189,Early feature extraction drives model performance in high-resolution chromatin accessibility prediction.,Grover Aayush; Muser Till; Kasak Liine; Zhang Lin; Krymova Ekaterina,2026,Genome research,10.1101/gr.281042.125,PubMed
111,pmid_41525526,Exploiting Scale-Variant Attention for Segmenting Small Medical Objects.,Dai Wei; Liu Rui; Wu Zixuan; Wu Tianyi; Wang Min,2026,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2025.3645355,PubMed
112,pmid_41524613,Integrative Transcriptomic and Bioinformatics Approaches Combined With Transformer Models Identify Key Gene Networks in Atherosclerosis.,Yan Dongdong; Li Wenqiang; Xing Erkun; Wang Pei; Zhang Zheng,2026,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,10.1096/fj.202503988R,PubMed
113,pmid_41511965,LIMPACAT: Multi-omics attention transformer for immune prediction in liver cancer using whole-slide imaging.,Chiu Yen-Jung,2026,PloS one,10.1371/journal.pone.0339667,PubMed
114,pmid_41504856,An Introduction to Pathology Foundation Models.,Veremis Brandon; Chen Shengjia; Campanella Gabriele,2026,Head and neck pathology,10.1007/s12105-025-01878-9,PubMed
115,pmid_41592568,Hist2Cell: Deciphering fine-grained cellular architectures from histology images.,Zhao Weiqin; Liang Zhuo; Huang Xianjie; Huang Yuanhua; Yu Lequan,2026,Cell genomics,10.1016/j.xgen.2025.101137,PubMed
116,pmid_41592113,Deep learning models to map osteocyte networks from confocal microscopy can successfully distinguish between young and aged bone.,Vetter Simon D; Schurman Charles A; Alliston Tamara; Slabaugh Gregory; Verbruggen Stefaan W,2026,PLoS computational biology,10.1371/journal.pcbi.1013914,PubMed
117,pmid_41591857,DEW-Net: A W-Shaped Dual-Encoder Network with Attention Fusion Mechanisms for Pathological H&E Image Segmentation.,Meng Fuhan; Deng Xixiang; Qu Yingbo; Li Chentao; Ma Qiang,2026,IEEE journal of biomedical and health informatics,10.1109/JBHI.2026.3658523,PubMed
118,pmid_41588397,Aegis: a transformer-based deep learning framework for the accurate identification of anticancer peptides.,Zhou Zexu; Xie Lei; Li Xiaolong; Wei Yijie; Luo Xinwei,2026,BMC biology,10.1186/s12915-026-02520-y,PubMed
119,pmid_41576119,TransSE: A Transfer Learning-Based Predictive Model for Distinguishing Super Enhancers and Typical Enhancers.,Shen Yin; Xu Xuan; Wang Shuaibin; Chen Tong; Zhang Zihao,2026,Bioinformatics,10.1109/TCBBIO.2026.3657361,PubMed
120,pmid_41564120,Histo-Miner: Deep learning based tissue features extraction pipeline from H&E whole slide images of cutaneous squamous cell carcinoma.,Sancere Lucas; Lorenz Carina; Helbig Doris; Persa Oana-Diana; Dengler Sonja,2026,PLoS computational biology,10.1371/journal.pcbi.1013907,PubMed
121,pmid_41558385,Transformer-based feature extraction approach for hematopoietic cancer subtype classification.,Park Kwang Ho; Lee Younghee; Ding Wei; Ryu Kwang Sun; Ryu Keun Ho,2026,Computers in biology and medicine,10.1016/j.compbiomed.2026.111466,PubMed
122,pmid_41545085,A scalable computational framework for predicting gene expression from candidate -regulatory elements.,Zhang Qinhu; Wang Siguo; Li Zhipeng; Bao Wenzheng; Liu Wenjian,2026,Genome research,10.1101/gr.281219.125,PubMed
123,pmid_41719122,Evolutionary-guided advanced deep-learning architecture powers mammalian GPCRome agonist predictions.,Mittal Aayushi; Gupta Mudit; Mohanty Sanjay Kumar; Gaur Aakash; Solanki Saveena,2026,Cell reports,10.1016/j.celrep.2026.117003,PubMed
124,pmid_41714906,RCLG-PPIS: Structure-Aware Protein-Protein Interaction Site Prediction with Cascaded Local and Global Information.,Chen Jing; Ge Xiaobo; Qi Qiuyao; Zhang Hengrui; Luo Tingbin,2026,Journal of chemical information and modeling,10.1021/acs.jcim.5c02963,PubMed
125,pmid_41714622,FATE-MAP predicts teratogenicity and human gastrulation failure modes by integrating deep learning and mechanistic modeling.,Rufo Joseph; Qiu Chongxu; Han Dasol; Baxter Naomi; Daley Gabrielle,2026,Nature communications,10.1038/s41467-026-69596-6,PubMed
126,pmid_41687720,Effective use of PROs for survival prediction: Transformer-based modelling in NSCLC patients.,Dudas D; Dilling T J; Jim H; Naqa I El,2026,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,10.1016/j.radonc.2026.111441,PubMed
127,pmid_41679042,Screening toxic transformation products of emerging pollutants in advanced oxidation processes with 3D deep learning and in vitro assays.,Shao Fulin; Li Weiying; Liang Zhiwei; Zhou Yu; Zhang Dawei,2026,Water research,10.1016/j.watres.2026.125499,PubMed
128,pmid_41636801,MTEGDRP: Interpretable Molecular Self-Attention Transformer and Equivariant Graph Neural Network Based on Multi-Omics Fusion for Drug Response Prediction in Cancer Cell Lines.,Liu Zhihan; Lyu Kairui; Li Ya; Sun Xinghui; Gao Xin,2026,Journal of medicinal chemistry,10.1021/acs.jmedchem.5c03438,PubMed
129,pmid_41632646,Skill Information Representation Imitation Learning for Long-Horizon Dexterous Robot Micromanipulation of Deformable Cell.,Zhang Youchao; Wang Fanghao; Zhou Tong; Guo Xiangyu; Chen Guang,2026,IEEE transactions on cybernetics,10.1109/TCYB.2026.3656969,PubMed
130,pmid_41609070,DT-m6A: A DenseNet-Transformer Hybrid Framework for Accurate Prediction of m6A Modification Sites across Diverse Cell Lines and Tissues.,Tao Qiyu; Jia Jianhua,2026,Frontiers in bioscience (Landmark edition),10.31083/FBL48029,PubMed
131,pmid_40665101,scGPT: end-to-end protocol for fine-tuned retinal cell type annotation.,Ding Shanli; Li Jin; Luo Rui; Cui Haotian; Wang Bo,2026,Nature protocols,10.1038/s41596-025-01220-1,PubMed
132,pmid_41167326,"Artificial intelligence, machine learning and omic data integration in osteoarthritis.",Sharma Divya,2026,Osteoarthritis and cartilage,10.1016/j.joca.2025.10.012,PubMed
133,pmid_41604018,Deciphering RNA and protein expression discordance identifies TOP2A as a prognostic biomarker and potential therapeutic target in lung adenocarcinoma.,Miyabe Mika; Arimitsu Shuntaro; Bolatkan Amina; Machino Hidenori; Hamamoto Ryuji,2026,Discover oncology,10.1007/s12672-026-04470-x,PubMed
134,pmid_41506911,Representation learning of single-cell RNA-seq data.,Ahlmann-Eltze Constantin; Barkmann Florian; Lause Jan; Boeva Valentina; Kobak Dmitry,2026,"RNA (New York, N.Y.)",10.1261/rna.080889.125,PubMed
135,pmid_41501105,A self-supervised machine learning pipeline for extracting information from live cell images at multiple doses and timepoints.,Isaev Dmitry Yu; Liu Wen Pei; Cuevas Marc; Tang Yubo; Ang Kenny,2026,Scientific reports,10.1038/s41598-025-32685-5,PubMed
136,pmid_41258076,A survey on large language models in biology and chemistry.,Ashyrmamatov Islambek; Gwak Su Ji; Jin Su-Young; Jun Ikhyeong; Ucak Umit V,2026,Experimental & molecular medicine,10.1038/s12276-025-01583-1,PubMed
137,pmid_41851020,Artificial Intelligence-Driven Enzyme Engineering from Structural Prediction to De Novo Design.,Shi Hongling; Bai Xueyang; Tian Fangyuan; Li Yangwan; Li Dandan,2026,Journal of agricultural and food chemistry,10.1021/acs.jafc.6c01781,PubMed
138,pmid_41846971,Genome-wide classification of tumor-derived reads from bulk long-read sequencing.,Baker Toby M; Matulionis Nedas; Andrasz Cassidy; Gerke Dan; Garcia-Dutton Natalia,2026,bioRxiv : the preprint server for biology,10.64898/2026.03.03.709085,PubMed
139,pmid_41838499,GeoCTP: Structure-aware Prediction of Multifunctional Cancer Therapy Peptides via Graph Transformer and Contrastive Learning.,Guan Jiahui; Yao Lantian; Xie Peilin; Zhao Zhihao; Meng Dian,2026,IEEE journal of biomedical and health informatics,10.1109/JBHI.2026.3674608,PubMed
140,pmid_41830618,ncProFormer: A CNN-enhanced Transformer for ncRNA Coding-Potential Prediction.,Tong Mengyu; Chen Yuanting; Chen Long; Xu Jingnan; Yang Yingjie,2026,Journal of chemical information and modeling,10.1021/acs.jcim.6c00056,PubMed
141,pmid_41822157,Quantifying Cross-Attention Interaction in Transformers for Interpreting TCR-pMHC Binding.,Li Jiarui; Yin Zixiang; Smith Haley; Ding Zhengming; Landry Samuel J,2026,ArXiv,,PubMed
142,pmid_41822154,TCR-EML: Explainable Model Layers for TCR-pMHC Prediction.,Li Jiarui; Yin Zixiang; Ding Zhengming; Landry Samuel J; Mettu Ramgopal R,2026,ArXiv,,PubMed
143,pmid_41763376,Integrating histology and spatial transcriptomics via multimodal transformers and contrastive representation learning for accurate gene expression prediction.,Wang Kai; Shi Liuming; Li Xue; Li Wei; Wang Bin,2026,Journal of biomedical informatics,10.1016/j.jbi.2026.105003,PubMed
144,pmid_41740086,End-to-End Pretreatment Prediction of Radiation Pneumonitis in Patients With Non-Small Cell Lung Cancer Using Computed Tomography: A Vision Transformer Approach.,Midroni Julie; Torres Felipe S; Hennessy Jay; Tadic Tony; Hope Andrew,2026,JCO clinical cancer informatics,10.1200/CCI-25-00020,PubMed
145,pmid_41958978,Condition-matched in silico prediction of drug transcriptional responses enables mechanism-guided screening and combination discovery.,Xiao Meisheng; He Yiping; Hu Jianhua; Zou Fei; Zou Baiming,2026,bioRxiv : the preprint server for biology,10.64898/2026.03.27.714886,PubMed
146,pmid_41950858,Fusion-m6A: A lightweight hybrid deep learning framework for RNA m6A site prediction.,Alam Waleed; Song Ki Duk; Ali Sabir; Ahmad Waqar; Koziol Magdalena J,2026,Computers in biology and medicine,10.1016/j.compbiomed.2026.111669,PubMed
147,pmid_41929337,A deep-learning based biomarker of systemic cellular senescence burden to predict mortality and health outcomes.,Zhao Shangshu; Kuo Chia-Ling; Lenze Eric J; Wetherell Julie L; Haynes Laura,2026,medRxiv : the preprint server for health sciences,10.64898/2026.03.20.26348913,PubMed
148,pmid_41904177,UTR-DynaPro: a CNN-transformer multimodal language model for decoding 5'UTR regulatory mechanisms.,Shen Haoye; Liu Shuo; Guo Fuqiang; Zhu Jiajun; Meng Jia,2026,Scientific reports,10.1038/s41598-026-42175-x,PubMed
149,pmid_41903531,Cell Painting for cytotoxicity and mode-of-action analysis in primary human hepatocytes.,Ewald Jessica D; Titterton Katherine L; Bauerle Alex; Beatson Alex; Boiko Daniil A,2026,Cell Systems,10.1016/j.cels.2026.101566,PubMed
150,pmid_41867859,EpiExpr: Predicting gene expression using epigenetic data and chromatin interactions.,Bhattacharyya Sourya; Ay Ferhat,2026,bioRxiv : the preprint server for biology,10.64898/2026.02.06.704509,PubMed
151,pmid_41861881,EPI-CAT: Prediction of enhancer-promoter interactions based on cross-attention transformer.,Liu Chenyang; Huang Xiaohui; Zhang Zheng; Qi Yechen; Liu Li,2026,International journal of biological macromolecules,10.1016/j.ijbiomac.2026.151520,PubMed
152,pmid_41854168,DeepIM: Integrating Channel-Spatial Attention with Transformer for DNA i-Motif Folding Status Prediction.,Wu Rui; Zhang Hui; Zhang Li-Rong; Zhang Zheng; Zou Quan,2026,Journal of chemical information and modeling,10.1021/acs.jcim.6c00023,PubMed
153,pmid_41990738,A tri-modal contrastive learning framework for protein representation learning.,Zhang Li; Guo Han; Schaffer Leah; Ko Young Su; Singh Digvijay,2026,Cell reports methods,10.1016/j.crmeth.2026.101407,PubMed
154,pmid_41989903,Mamba-ACP: a Hybrid State-Space and Transformer Framework for Interpretable Anticancer Peptide Prediction.,Ashraf Adeel; Pang Yu-Shan; Jabbar Abdul; Yu Dong-Jun,2026,Bioinformatics,10.1109/TCBBIO.2026.3684898,PubMed
155,pmid_41985452,Cross-task interpretability through unified modeling reveals a universal shortcut bias in neoantigen prediction.,Zhang Ziting; Wei Lei; Wu Wenxu; Qi Hai; Wang Xiaowo,2026,Cell genomics,10.1016/j.xgen.2026.101214,PubMed
156,pmid_41978387,TensoGraph: a tensor-transformer framework for global-local drug synergy prediction on heterogeneous graphs.,Wang Xi; Zhang Dongxue; Li Limin,2026,Bioinformatics,10.1093/bib/bbag157,PubMed
157,pmid_41959279,Towards a Cytometry Foundation Model: Interpretable Sample-level Predictive Modelling via Pretrained Transformers.,Zhuang Zixin; Mashford Benjamin S; Zheng Liang; Andrews T Daniel,2026,bioRxiv : the preprint server for biology,10.64898/2026.03.31.712806,PubMed
158,crossref_10.64898_2026.04.13.718147,Decoding Single-Cell Omics of Perturbation Responses Using DeSCOPE,Wu Pengpeng; Wei Hailin; Li Yazi; Zheng Xinwei; Zhou Caibin,2026,,10.64898/2026.04.13.718147,Crossref
159,ss_adb3112afa53a93a417ad6b06a5c7cd3afa2f817,"HybridDeepSynergy: A hybrid deep learning model integrating CNN, LSTM, and attention mechanisms for cancer drug synergy prediction",Sajid Naveed; Mujtaba Husnain; Najah Alsubaie,2026,Comput. Biol. Medicine,10.1016/j.compbiomed.2026.111471,SemanticScholar
160,ss_00d038c022f2da6a0ee107d8480aa04434a01318,Single-Cell Raman Profiling Enables Rapid Precision Phage Therapy Against Multidrug-Resistant Hypervirulent Klebsiella pneumoniae,Beimin Liu; Chao Wang; Qingyang Zeng; Min Wei; Weilai Lu,2026,bioRxiv,10.64898/2026.01.25.701629,SemanticScholar
161,crossref_10.64898_2026.04.20.719759,Robust causal gene network estimation for large-scale single-cell perturbation screens using reduced control function,Ge Changhao; Li Hongzhe,2026,,10.64898/2026.04.20.719759,Crossref
162,crossref_10.1609_aaai.v40i25.39190,Departures: Distributional Transport for Single-Cell Perturbation Prediction with Neural Schrödinger Bridges,Chi Changxi; Huang Yufei; Xia Jun; Zheng Jiangbin; Liu Yunfan,2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i25.39190,Crossref
163,crossref_10.64898_2026.02.14.705879,Evaluating Single-Cell Perturbation Response Models Is Far from Straightforward,Heidari Mahshid; Karimpour Mina; Srivatsa Sumana; Montazeri Hesam,2026,,10.64898/2026.02.14.705879,Crossref
164,crossref_10.64898_2026.04.10.717768,found: Inferring cell-level perturbation from structured label noise in single-cell data,Afanasiev Elia; Goeva Aleksandrina,2026,,10.64898/2026.04.10.717768,Crossref
165,pmid_41279114,Scaling Large Language Models for Next-Generation Single-Cell Analysis.,Rizvi Syed Asad; Levine Daniel; Patel Aakash; Zhang Shiyang; Wang Eric,2026,bioRxiv : the preprint server for biology,10.1101/2025.04.14.648850,PubMed
166,pmid_41359121,The IGVF catalog-from genetic variation to function.,Li Daofeng; Liu Shane; Assis Pedro R; Li Mingjie; Dong Shengcheng,2026,Nucleic Acids Research,10.1093/nar/gkaf1341,PubMed
167,pmid_41358754,scSemiPLC: a semi-supervised learning framework for annotating single-cell RNA-Seq data by generating pseudo-labels through clustering.,Ma QianYi; Wang LinJie; Li Wei,2026,mSystems,10.1128/msystems.00223-25,PubMed
168,pmid_41317402,Inferring Gene Regulatory Networks From Single-Cell RNA Sequencing Data by Dual-Role Graph Contrastive Learning.,Guan Qiyuan; Yu Jiating; Pan Jieyi; Yuan Fan; Ji Jiadong,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202518277,PubMed
169,pmid_41308946,Biomechanical and inflammatory pathways underlying the genetic architecture of keratoconus: A genomic SEM study.,Shuijing Tang; Jiakang Wu; Tingting Yang; Ma Jing,2026,Experimental eye research,10.1016/j.exer.2025.110770,PubMed
170,pmid_41419624,Subtype specific immune-metabolic reprogramming in preeclampsia revealed by multiomics and serum biomarkers.,Chen Yixuan; Wu Linlin; Huang Dongni; Wu Xiaoxia; Liu Kan,2026,Hypertension research : official journal of the Japanese Society of Hypertension,10.1038/s41440-025-02504-5,PubMed
171,pmid_41394575,Single-cell disentangled representations for perturbation modeling and treatment effect estimation.,Sun Jianle; Stojanov Petar; Zhang Kun,2026,bioRxiv : the preprint server for biology,10.1101/2025.11.21.689783,PubMed
172,pmid_41381899,Benchmarking algorithms for generalizable single-cell perturbation response prediction.,Wei Zhiting; Wang Yiheng; Gao Yicheng; Wang Shuguang; Li Ping,2026,Nature methods,10.1038/s41592-025-02980-0,PubMed
173,pmid_41371106,Integrated multi-Omics and network toxicology elucidate the multi-target mechanisms of environmental hormones in driving hepatocellular carcinoma.,Huang Rong; Ma Jinyue; Yao Jiaxin; Pang Jiyu; Zhang Min,2026,Ecotoxicology and environmental safety,10.1016/j.ecoenv.2025.119519,PubMed
174,pmid_41481687,Advancing Cardiovascular Research With Single-Cell and Spatial Transcriptomics.,Li Kai; Samiei Samaneh; Pikulska Daryna; Foecking Sebastian; Kuppe Christoph,2026,Circulation research,10.1161/CIRCRESAHA.125.325795,PubMed
175,pmid_41472554,Pan-cancer multi-omics reveals DCAF7 as an immune-modulating prognostic driver and Wnt/β-catenin activator in hepatocellular carcinoma.,Luan Ruina; Lin Hanbin; Zhao Xin; Li Jianpeng; Chen Maohe,2026,Clinical and translational medicine,10.1002/ctm2.70572,PubMed
